cli,psi,task_complexity_sovcm,session_minutes,vsi,fatigue,engagement,arm_id,font_size_pt,line_spacing,letter_spacing_px,reward
0.6136,0.3704,0.4258,41,0.3079,0.214,0.7019,3,18,1.6,2.5,0.1459
0.2813,0.7637,0.311,21,0.3721,0.6699,0.7183,2,20,1.8,3.5,0.6105
0.7599,0.5948,0.7154,1,0.7055,0.8887,0.6623,0,12,1.2,1.0,0.2464
0.4318,0.6613,0.5403,16,0.5986,0.3887,0.8595,1,16,1.5,2.0,1.0
0.7967,0.6086,0.7043,43,0.6291,0.367,0.5756,1,16,1.5,2.0,0.507
0.7336,0.4374,0.7904,39,0.5915,0.3127,0.6039,3,18,1.6,2.5,0.1991
0.574,0.801,0.2823,38,0.7927,0.4129,0.8073,1,16,1.5,2.0,0.6881
0.4211,0.8932,0.2971,38,0.2758,0.8864,0.2202,1,16,1.5,2.0,0.7689
0.3111,0.5869,0.3589,29,0.5273,0.6089,0.5638,1,16,1.5,2.0,0.7311
0.6367,0.8018,0.605,4,0.4172,0.8557,0.7466,2,20,1.8,3.5,1.0
0.4587,0.1151,0.7919,10,0.5073,0.3734,0.3608,0,12,1.2,1.0,0.6566
0.558,0.108,0.2925,2,0.6915,0.6401,0.8928,2,20,1.8,3.5,0.5348
0.5122,0.4348,0.3193,6,0.2148,0.5037,0.2537,3,18,1.6,2.5,0.2328
0.7324,0.6605,0.6202,41,0.1183,0.6761,0.1849,0,12,1.2,1.0,0.6193
0.7751,0.4276,0.4793,11,0.8272,0.1727,0.7935,3,18,1.6,2.5,0.2599
0.7384,0.3817,0.7743,39,0.4595,0.3886,0.2688,3,18,1.6,2.5,0.2234
0.4537,0.3834,0.5865,15,0.2548,0.3086,0.1362,2,20,1.8,3.5,0.5901
0.4788,0.1841,0.2511,37,0.4931,0.8867,0.8321,1,16,1.5,2.0,1.0
0.5449,0.5477,0.4058,12,0.3333,0.4417,0.8255,3,18,1.6,2.5,0.0832
0.5089,0.7965,0.3965,20,0.2628,0.6473,0.148,3,18,1.6,2.5,0.1701
0.2275,0.6028,0.5701,23,0.8399,0.8131,0.688,1,16,1.5,2.0,0.6583
0.1546,0.3588,0.3219,1,0.1873,0.3546,0.5567,1,16,1.5,2.0,0.6499
0.1846,0.6653,0.3482,20,0.7708,0.4028,0.1789,1,16,1.5,2.0,0.9692
0.6908,0.5882,0.5228,40,0.3826,0.3638,0.6019,3,18,1.6,2.5,0.1197
0.6066,0.7937,0.5091,4,0.6303,0.7955,0.2575,0,12,1.2,1.0,0.2333
0.2577,0.7558,0.3517,26,0.5715,0.3998,0.8204,2,20,1.8,3.5,0.6263
0.3721,0.3785,0.5929,43,0.3431,0.1165,0.1752,1,16,1.5,2.0,0.6584
0.3566,0.165,0.7581,1,0.2673,0.5179,0.7646,1,16,1.5,2.0,0.7745
0.3441,0.6937,0.5139,35,0.452,0.2418,0.7563,2,20,1.8,3.5,0.5553
0.4215,0.6403,0.4554,39,0.2086,0.1239,0.5555,3,18,1.6,2.5,0.0
0.1946,0.1243,0.6622,33,0.5926,0.7181,0.7708,3,18,1.6,2.5,0.2678
0.3614,0.1019,0.5769,37,0.81,0.1038,0.8234,3,18,1.6,2.5,0.0
0.5251,0.7821,0.4496,27,0.286,0.8761,0.1353,2,20,1.8,3.5,0.9929
0.1278,0.1335,0.3622,30,0.2659,0.2232,0.8295,0,12,1.2,1.0,1.0
0.5894,0.6364,0.6926,14,0.2453,0.1974,0.214,1,16,1.5,2.0,1.0
0.5774,0.7307,0.6827,15,0.2277,0.6962,0.1582,3,18,1.6,2.5,0.2038
0.5203,0.6132,0.5719,10,0.5187,0.8377,0.3787,2,20,1.8,3.5,0.9572
0.3896,0.1367,0.4268,37,0.4525,0.1656,0.7284,0,12,1.2,1.0,1.0
0.1303,0.6164,0.7728,3,0.3854,0.8158,0.1268,0,12,1.2,1.0,0.5816
0.891,0.412,0.479,43,0.1479,0.3545,0.1508,3,18,1.6,2.5,0.106
0.621,0.7908,0.3142,36,0.6704,0.3255,0.8117,2,20,1.8,3.5,0.9403
0.1946,0.3248,0.6786,43,0.8129,0.5934,0.8345,2,20,1.8,3.5,0.6685
0.8347,0.7961,0.4841,19,0.8886,0.4977,0.6928,0,12,1.2,1.0,0.3056
0.3897,0.3866,0.4132,42,0.7462,0.5552,0.5208,2,20,1.8,3.5,0.6596
0.4703,0.2438,0.6468,40,0.2908,0.5536,0.3278,3,18,1.6,2.5,0.1596
0.3391,0.7912,0.6202,3,0.6756,0.5873,0.4684,3,18,1.6,2.5,0.1255
0.101,0.8975,0.5406,30,0.2444,0.4456,0.2753,2,20,1.8,3.5,0.5333
0.538,0.2927,0.6,23,0.4014,0.6618,0.6366,1,16,1.5,2.0,0.9747
0.8441,0.3626,0.631,39,0.2746,0.4794,0.1168,3,18,1.6,2.5,0.1292
0.316,0.7172,0.3324,21,0.1189,0.711,0.2147,0,12,1.2,1.0,0.5845
0.2612,0.2773,0.6839,39,0.6236,0.8429,0.7962,2,20,1.8,3.5,0.48
0.2089,0.2328,0.7893,41,0.5395,0.5046,0.6886,2,20,1.8,3.5,0.4687
0.2199,0.182,0.3817,35,0.4218,0.7978,0.5582,3,18,1.6,2.5,0.2756
0.8076,0.4008,0.5307,32,0.1365,0.2279,0.684,2,20,1.8,3.5,0.6477
0.3429,0.4152,0.7247,15,0.8409,0.2129,0.3017,1,16,1.5,2.0,0.9113
0.1748,0.3041,0.5931,39,0.8514,0.3789,0.5149,0,12,1.2,1.0,0.5842
0.2091,0.6502,0.2723,20,0.4905,0.1715,0.6661,3,18,1.6,2.5,0.1221
0.8796,0.4629,0.4297,30,0.4599,0.7249,0.5161,1,16,1.5,2.0,0.6158
0.1459,0.7813,0.517,37,0.3019,0.1618,0.3689,2,20,1.8,3.5,0.1529
0.5376,0.3109,0.5559,36,0.279,0.6919,0.2338,1,16,1.5,2.0,0.8915
0.6869,0.1493,0.6174,39,0.7494,0.3225,0.2229,0,12,1.2,1.0,0.591
0.4486,0.3305,0.4813,13,0.184,0.3084,0.1907,3,18,1.6,2.5,0.0
0.5984,0.7788,0.6377,22,0.2284,0.7553,0.1058,2,20,1.8,3.5,0.5069
0.7517,0.2813,0.3871,39,0.7556,0.4367,0.3908,0,12,1.2,1.0,0.6024
0.6844,0.6284,0.6247,22,0.3041,0.2655,0.6199,3,18,1.6,2.5,0.2055
0.6148,0.8648,0.4751,29,0.8959,0.4063,0.1911,0,12,1.2,1.0,0.1569
0.1701,0.1666,0.2285,24,0.4672,0.6867,0.5353,1,16,1.5,2.0,1.0
0.7983,0.2367,0.2248,34,0.108,0.4151,0.1432,2,20,1.8,3.5,0.7113
0.4597,0.7766,0.5874,1,0.5075,0.5393,0.2809,1,16,1.5,2.0,1.0
0.4738,0.6103,0.2191,44,0.5716,0.6954,0.3566,0,12,1.2,1.0,0.69
0.7794,0.5196,0.5839,36,0.3445,0.1501,0.7437,2,20,1.8,3.5,0.7396
0.7735,0.3996,0.2086,6,0.2258,0.6848,0.1257,0,12,1.2,1.0,0.5494
0.6525,0.3587,0.5132,3,0.1558,0.3907,0.4128,3,18,1.6,2.5,0.094
0.8802,0.7731,0.4292,3,0.4873,0.6152,0.8423,3,18,1.6,2.5,0.7347
0.7886,0.4194,0.7227,16,0.2978,0.7124,0.1921,2,20,1.8,3.5,0.6142
0.2185,0.7723,0.7228,33,0.3235,0.4154,0.2469,2,20,1.8,3.5,0.5974
0.7717,0.2557,0.2475,34,0.8408,0.3906,0.6185,0,12,1.2,1.0,0.6357
0.5233,0.6973,0.2394,10,0.3576,0.8098,0.6321,1,16,1.5,2.0,1.0
0.4004,0.5729,0.5106,30,0.4379,0.296,0.113,1,16,1.5,2.0,0.9101
0.8665,0.7594,0.3047,1,0.2568,0.7973,0.2226,0,12,1.2,1.0,0.3255
0.653,0.4819,0.5924,25,0.558,0.7982,0.2742,2,20,1.8,3.5,0.9811
0.4239,0.5277,0.4943,34,0.4889,0.5143,0.8455,2,20,1.8,3.5,0.5643
0.8533,0.5698,0.2287,23,0.5572,0.6513,0.5162,0,12,1.2,1.0,0.2669
0.3216,0.5853,0.7386,12,0.6566,0.1139,0.4599,1,16,1.5,2.0,1.0
0.7735,0.5297,0.5399,31,0.3364,0.6339,0.7135,0,12,1.2,1.0,0.5255
0.8688,0.8629,0.3126,30,0.3728,0.867,0.4544,0,12,1.2,1.0,0.2462
0.8157,0.2074,0.7647,35,0.4069,0.7299,0.7049,3,18,1.6,2.5,0.1356
0.7252,0.5001,0.7054,14,0.8251,0.738,0.8368,3,18,1.6,2.5,0.5352
0.3218,0.462,0.3457,15,0.2438,0.4671,0.5173,3,18,1.6,2.5,0.1359
0.3073,0.8757,0.3752,33,0.3029,0.8049,0.2219,0,12,1.2,1.0,0.618
0.3333,0.5356,0.414,5,0.3913,0.6541,0.4489,0,12,1.2,1.0,0.4728
0.8576,0.6986,0.6823,27,0.5091,0.3757,0.4876,1,16,1.5,2.0,0.6811
0.5148,0.5207,0.545,19,0.2772,0.3942,0.5302,0,12,1.2,1.0,0.547
0.6649,0.5681,0.2677,25,0.5837,0.5256,0.3714,0,12,1.2,1.0,0.551
0.8363,0.4596,0.3275,8,0.3047,0.3125,0.7616,2,20,1.8,3.5,0.6504
0.4745,0.6058,0.4166,14,0.6824,0.6768,0.1326,2,20,1.8,3.5,0.9074
0.6664,0.5255,0.766,14,0.8917,0.2068,0.1251,0,12,1.2,1.0,0.5838
0.5032,0.3293,0.5431,21,0.8909,0.7192,0.6248,1,16,1.5,2.0,0.6305
0.1207,0.7379,0.2287,41,0.5712,0.7055,0.4272,0,12,1.2,1.0,0.527
0.8789,0.325,0.2264,33,0.4572,0.7219,0.4354,0,12,1.2,1.0,0.4931
0.5526,0.4903,0.2954,35,0.2624,0.3162,0.2501,0,12,1.2,1.0,0.6463
0.5867,0.4636,0.3501,3,0.2146,0.6534,0.4807,0,12,1.2,1.0,0.5364
0.4028,0.168,0.6938,5,0.394,0.5681,0.6316,0,12,1.2,1.0,0.7637
0.7391,0.4837,0.7015,31,0.478,0.1247,0.5625,0,12,1.2,1.0,0.5851
0.645,0.6939,0.4598,37,0.6856,0.7694,0.1841,2,20,1.8,3.5,0.9597
0.8399,0.3272,0.5772,18,0.7431,0.6947,0.8596,1,16,1.5,2.0,0.6897
0.4913,0.5329,0.6676,14,0.1942,0.3393,0.646,2,20,1.8,3.5,0.6712
0.6279,0.7908,0.4206,29,0.7832,0.4852,0.7658,0,12,1.2,1.0,0.274
0.2694,0.1008,0.4689,38,0.6162,0.1143,0.1198,3,18,1.6,2.5,0.0
0.1742,0.2762,0.6191,21,0.4922,0.4162,0.375,0,12,1.2,1.0,0.9957
0.426,0.2462,0.7728,43,0.6832,0.3341,0.3098,1,16,1.5,2.0,1.0
0.686,0.1031,0.3027,35,0.3824,0.7843,0.2066,3,18,1.6,2.5,0.1723
0.5977,0.2348,0.2074,22,0.3311,0.2931,0.2471,3,18,1.6,2.5,0.2629
0.5191,0.4822,0.7107,20,0.6972,0.8274,0.1295,0,12,1.2,1.0,0.198
0.3196,0.4582,0.2366,29,0.1897,0.2863,0.1262,1,16,1.5,2.0,0.4914
0.8163,0.6208,0.3951,31,0.8775,0.7356,0.6453,3,18,1.6,2.5,0.5502
0.8066,0.4999,0.5794,2,0.1171,0.89,0.5972,0,12,1.2,1.0,0.6677
0.1403,0.4372,0.3706,36,0.4884,0.4076,0.2183,3,18,1.6,2.5,0.194
0.3897,0.7296,0.7085,44,0.4282,0.8802,0.4026,1,16,1.5,2.0,0.5941
0.2078,0.4431,0.345,20,0.2873,0.4798,0.3353,0,12,1.2,1.0,0.7126
0.459,0.1439,0.4632,1,0.2177,0.2082,0.7342,0,12,1.2,1.0,0.9286
0.1008,0.5094,0.3207,6,0.8533,0.2363,0.3212,2,20,1.8,3.5,0.5096
0.6059,0.7627,0.5895,21,0.7683,0.2286,0.1671,0,12,1.2,1.0,0.6651
0.567,0.3649,0.3538,33,0.548,0.7962,0.6439,0,12,1.2,1.0,0.6121
0.5787,0.1079,0.4671,16,0.165,0.2406,0.8115,0,12,1.2,1.0,0.8926
0.4614,0.8012,0.6069,16,0.4699,0.7167,0.4551,0,12,1.2,1.0,0.4162
0.6148,0.426,0.5083,20,0.824,0.8368,0.3426,0,12,1.2,1.0,0.2666
0.2365,0.5687,0.3194,9,0.8566,0.2447,0.2807,2,20,1.8,3.5,0.7488
0.3519,0.8053,0.2096,33,0.4072,0.354,0.2378,2,20,1.8,3.5,0.5456
0.7582,0.1327,0.5459,8,0.105,0.3443,0.2504,1,16,1.5,2.0,0.6162
0.4579,0.7384,0.7813,7,0.5443,0.8783,0.233,1,16,1.5,2.0,0.5585
0.4757,0.4903,0.7574,7,0.4552,0.4985,0.4565,1,16,1.5,2.0,1.0
0.5942,0.737,0.2928,20,0.876,0.8655,0.8862,3,18,1.6,2.5,0.6621
0.6372,0.1539,0.3698,3,0.3889,0.5964,0.5692,3,18,1.6,2.5,0.2465
0.3963,0.8079,0.3494,23,0.1203,0.7707,0.7065,3,18,1.6,2.5,0.1377
0.1966,0.7429,0.3854,11,0.264,0.6747,0.854,0,12,1.2,1.0,0.6256
0.3126,0.4199,0.3446,19,0.7139,0.1836,0.6194,0,12,1.2,1.0,0.6578
0.1581,0.3412,0.2453,2,0.6337,0.8158,0.3289,2,20,1.8,3.5,0.6523
0.4797,0.7515,0.5395,10,0.171,0.6754,0.6305,3,18,1.6,2.5,0.3301
0.2663,0.4056,0.3935,9,0.6778,0.1722,0.6987,1,16,1.5,2.0,0.875
0.2392,0.6356,0.4243,9,0.5703,0.356,0.3269,0,12,1.2,1.0,0.6593
0.5159,0.6623,0.4953,39,0.5564,0.8418,0.181,2,20,1.8,3.5,1.0
0.1299,0.3073,0.6746,21,0.1214,0.5107,0.4502,1,16,1.5,2.0,0.6364
0.8538,0.323,0.6922,36,0.5321,0.1913,0.7692,2,20,1.8,3.5,0.6691
0.8642,0.7263,0.48,19,0.3546,0.7904,0.1927,3,18,1.6,2.5,0.7344
0.7946,0.1192,0.7212,19,0.6271,0.6105,0.146,0,12,1.2,1.0,0.7029
0.1687,0.7811,0.7899,31,0.8442,0.6003,0.8848,2,20,1.8,3.5,0.5315
0.6434,0.8911,0.4903,19,0.7813,0.6394,0.2154,1,16,1.5,2.0,0.6331
0.5678,0.1128,0.5062,21,0.2894,0.8163,0.3257,0,12,1.2,1.0,0.613
0.527,0.8423,0.6375,25,0.1281,0.8133,0.6659,1,16,1.5,2.0,0.9892
0.8481,0.4909,0.2177,15,0.7878,0.4353,0.7462,1,16,1.5,2.0,0.5885
0.2072,0.2557,0.7287,31,0.8484,0.3308,0.8773,0,12,1.2,1.0,0.4963
0.5387,0.1285,0.354,14,0.2496,0.8132,0.5718,3,18,1.6,2.5,0.1287
0.3875,0.8879,0.6959,2,0.2167,0.3134,0.7728,3,18,1.6,2.5,0.1521
0.4079,0.4715,0.4631,15,0.4912,0.4638,0.3621,2,20,1.8,3.5,0.7046
0.242,0.2527,0.613,14,0.2699,0.8304,0.6005,3,18,1.6,2.5,0.3508
0.4162,0.6522,0.5263,18,0.1484,0.147,0.7913,3,18,1.6,2.5,0.0
0.8259,0.1752,0.2675,30,0.6814,0.5616,0.8272,1,16,1.5,2.0,1.0
0.5766,0.5563,0.4436,12,0.8784,0.8777,0.1887,2,20,1.8,3.5,1.0
0.5739,0.6727,0.3803,43,0.4322,0.3283,0.7241,3,18,1.6,2.5,0.2592
0.8236,0.1851,0.2328,32,0.4568,0.2729,0.6945,3,18,1.6,2.5,0.3208
0.899,0.8705,0.294,17,0.1994,0.3855,0.2427,3,18,1.6,2.5,0.2664
0.2984,0.8174,0.7926,14,0.2037,0.2315,0.5526,0,12,1.2,1.0,0.6111
0.6964,0.4376,0.7754,6,0.7279,0.5,0.633,2,20,1.8,3.5,0.5989
0.142,0.5901,0.3733,3,0.6211,0.4614,0.2257,2,20,1.8,3.5,0.6305
0.238,0.2035,0.3904,8,0.3826,0.7061,0.7322,0,12,1.2,1.0,0.7584
0.2469,0.879,0.6943,37,0.5856,0.8562,0.8434,0,12,1.2,1.0,0.1717
0.5891,0.5931,0.638,16,0.4732,0.1494,0.6776,3,18,1.6,2.5,0.0902
0.7965,0.1196,0.7296,35,0.8831,0.693,0.2009,0,12,1.2,1.0,0.2631
0.3223,0.2836,0.2024,5,0.2012,0.8915,0.3111,3,18,1.6,2.5,0.2671
0.6587,0.3409,0.4736,41,0.1517,0.3894,0.732,3,18,1.6,2.5,0.3142
0.1474,0.2502,0.6063,38,0.283,0.514,0.2924,3,18,1.6,2.5,0.0
0.8201,0.413,0.2222,13,0.6022,0.5942,0.3368,2,20,1.8,3.5,1.0
0.1257,0.7231,0.5187,36,0.8316,0.8075,0.7529,1,16,1.5,2.0,0.4561
0.592,0.5246,0.3099,32,0.5166,0.5368,0.6507,2,20,1.8,3.5,0.7762
0.7924,0.8889,0.5551,32,0.3307,0.8142,0.3614,1,16,1.5,2.0,0.553
0.4269,0.8038,0.4591,24,0.1981,0.8804,0.5504,2,20,1.8,3.5,0.5265
0.2004,0.6524,0.4559,35,0.4786,0.5287,0.7428,1,16,1.5,2.0,0.947
0.8046,0.1886,0.5183,30,0.8763,0.4185,0.6428,2,20,1.8,3.5,0.5696
0.7661,0.8336,0.4075,42,0.8655,0.4755,0.653,3,18,1.6,2.5,0.7157
0.305,0.3224,0.2309,16,0.7894,0.3297,0.1254,2,20,1.8,3.5,0.628
0.7176,0.4581,0.6603,14,0.6136,0.6848,0.7474,0,12,1.2,1.0,0.2633
0.8286,0.2008,0.5304,19,0.8994,0.5395,0.6482,1,16,1.5,2.0,0.6427
0.214,0.3714,0.394,7,0.548,0.3452,0.2321,0,12,1.2,1.0,0.6074
0.12,0.4126,0.5666,7,0.8281,0.2681,0.3163,0,12,1.2,1.0,0.5021
0.2262,0.8993,0.6302,14,0.8785,0.6078,0.7155,1,16,1.5,2.0,0.7579
0.2734,0.4598,0.45,12,0.2161,0.2081,0.5969,3,18,1.6,2.5,0.0
0.537,0.4296,0.4167,32,0.734,0.4572,0.8178,0,12,1.2,1.0,0.4531
0.8228,0.8392,0.5355,24,0.1831,0.1938,0.6602,3,18,1.6,2.5,0.2324
0.6691,0.2845,0.3409,20,0.8396,0.6685,0.7012,1,16,1.5,2.0,0.5723
0.7653,0.2363,0.7651,37,0.5494,0.7482,0.7821,1,16,1.5,2.0,1.0
0.5358,0.4277,0.2297,34,0.6418,0.4784,0.1385,2,20,1.8,3.5,0.5492
0.1825,0.4632,0.6791,44,0.8351,0.6666,0.306,0,12,1.2,1.0,0.4839
0.1597,0.7991,0.2378,17,0.7012,0.3041,0.4043,2,20,1.8,3.5,0.5614
0.7414,0.8963,0.7824,30,0.6423,0.568,0.844,0,12,1.2,1.0,0.0728
0.466,0.4591,0.7122,1,0.1592,0.8468,0.643,2,20,1.8,3.5,0.6308
0.4755,0.3005,0.5548,29,0.8762,0.1441,0.4603,2,20,1.8,3.5,0.6509
0.1176,0.7225,0.6546,7,0.5706,0.3046,0.3904,3,18,1.6,2.5,0.2552
0.603,0.1341,0.7464,17,0.7388,0.2998,0.3785,3,18,1.6,2.5,0.1296
0.3446,0.4102,0.6009,42,0.2103,0.1288,0.3126,0,12,1.2,1.0,0.8883
0.7753,0.2431,0.4141,40,0.4708,0.1203,0.3578,0,12,1.2,1.0,0.6888
0.8488,0.3938,0.3698,16,0.6584,0.4025,0.8243,3,18,1.6,2.5,0.1109
0.8487,0.8071,0.7691,7,0.3136,0.3969,0.6947,0,12,1.2,1.0,0.527
0.2656,0.375,0.3866,26,0.8919,0.3431,0.1415,3,18,1.6,2.5,0.1137
0.4844,0.447,0.4107,22,0.2089,0.5897,0.8439,1,16,1.5,2.0,0.9919
0.6905,0.4115,0.7527,21,0.503,0.3273,0.7042,2,20,1.8,3.5,0.6192
0.5472,0.3289,0.4335,19,0.2784,0.4768,0.1337,2,20,1.8,3.5,0.6488
0.4054,0.4562,0.7312,20,0.4801,0.3363,0.7456,1,16,1.5,2.0,0.9778
0.4855,0.4939,0.6059,28,0.4478,0.6238,0.61,2,20,1.8,3.5,0.4547
0.4757,0.8845,0.5453,41,0.4727,0.3696,0.5195,3,18,1.6,2.5,0.2736
0.3469,0.7034,0.4566,26,0.3305,0.4874,0.382,2,20,1.8,3.5,0.5149
0.6408,0.2252,0.3473,42,0.3185,0.2396,0.7536,1,16,1.5,2.0,0.9381
0.6134,0.461,0.2981,40,0.1876,0.1767,0.3871,1,16,1.5,2.0,0.993
0.4182,0.5551,0.2769,41,0.3643,0.2515,0.3829,3,18,1.6,2.5,0.1168
0.604,0.1968,0.2972,12,0.7763,0.166,0.335,3,18,1.6,2.5,0.227
0.1994,0.2102,0.4623,25,0.6706,0.4226,0.421,0,12,1.2,1.0,0.5104
0.3649,0.133,0.4429,26,0.4764,0.471,0.3674,1,16,1.5,2.0,0.9069
0.7966,0.3866,0.521,31,0.4189,0.209,0.446,3,18,1.6,2.5,0.1928
0.7949,0.7824,0.6611,31,0.3215,0.4532,0.3557,1,16,1.5,2.0,1.0
0.1675,0.5046,0.4305,24,0.5771,0.1481,0.6386,3,18,1.6,2.5,0.0
0.593,0.1732,0.5059,17,0.217,0.5917,0.8271,2,20,1.8,3.5,0.574
0.3023,0.3633,0.5265,9,0.6288,0.4695,0.868,2,20,1.8,3.5,0.5196
0.7272,0.7609,0.2606,20,0.8891,0.3868,0.6347,0,12,1.2,1.0,0.2567
0.7111,0.3817,0.5488,35,0.1863,0.7585,0.5433,0,12,1.2,1.0,0.6467
0.229,0.3622,0.7107,35,0.6353,0.2652,0.5447,2,20,1.8,3.5,0.5097
0.2382,0.3395,0.2053,25,0.8166,0.1738,0.7658,3,18,1.6,2.5,0.1693
0.8716,0.5076,0.3241,29,0.8504,0.5245,0.4262,3,18,1.6,2.5,0.6382
0.1673,0.7742,0.7165,2,0.109,0.1079,0.8824,1,16,1.5,2.0,0.577
0.387,0.8115,0.7354,4,0.5014,0.7564,0.1301,3,18,1.6,2.5,0.6515
0.606,0.1832,0.226,15,0.4635,0.4906,0.8408,0,12,1.2,1.0,0.5744
0.5115,0.753,0.6888,19,0.6797,0.8087,0.7587,1,16,1.5,2.0,0.688
0.692,0.6902,0.3452,44,0.1703,0.3193,0.1227,2,20,1.8,3.5,0.6107
0.1852,0.8574,0.2983,41,0.7002,0.6188,0.6089,0,12,1.2,1.0,0.5788
0.6332,0.6346,0.4742,26,0.7128,0.3873,0.1288,2,20,1.8,3.5,0.5256
0.4015,0.2454,0.6253,40,0.2268,0.485,0.3609,3,18,1.6,2.5,0.0
0.1752,0.8473,0.2382,29,0.2557,0.7167,0.3257,3,18,1.6,2.5,0.2234
0.8325,0.8485,0.7181,34,0.443,0.862,0.813,1,16,1.5,2.0,0.5379
0.4183,0.1754,0.4169,8,0.7645,0.3592,0.3421,1,16,1.5,2.0,1.0
0.1317,0.7464,0.2985,18,0.1481,0.745,0.1921,3,18,1.6,2.5,0.1942
0.7054,0.2809,0.5366,43,0.2366,0.518,0.5261,3,18,1.6,2.5,0.2072
0.3892,0.6162,0.77,43,0.1143,0.2207,0.4185,2,20,1.8,3.5,0.2203
0.3645,0.4545,0.766,4,0.2111,0.4554,0.6453,3,18,1.6,2.5,0.1604
0.1406,0.8662,0.6708,3,0.7251,0.6432,0.7121,3,18,1.6,2.5,0.2358
0.3057,0.1756,0.5585,23,0.7584,0.5281,0.8963,0,12,1.2,1.0,0.5871
0.4355,0.3156,0.3716,35,0.1516,0.7667,0.1789,1,16,1.5,2.0,1.0
0.4192,0.4679,0.7785,8,0.3231,0.3445,0.2199,2,20,1.8,3.5,0.616
0.6287,0.8114,0.3705,34,0.276,0.8705,0.8906,0,12,1.2,1.0,0.3196
0.4919,0.777,0.4867,19,0.7701,0.6932,0.6028,3,18,1.6,2.5,0.5679
0.2463,0.7933,0.3445,5,0.7768,0.1371,0.6742,0,12,1.2,1.0,0.8027
0.1303,0.245,0.38,42,0.2354,0.783,0.8399,0,12,1.2,1.0,0.9477
0.5626,0.4466,0.4258,25,0.1366,0.8798,0.3541,3,18,1.6,2.5,0.1496
0.8451,0.6161,0.6603,18,0.5559,0.3485,0.4356,0,12,1.2,1.0,0.71
0.5925,0.5287,0.277,14,0.3275,0.5693,0.7947,2,20,1.8,3.5,0.5789
0.6117,0.7898,0.5734,8,0.1651,0.3902,0.6621,3,18,1.6,2.5,0.3055
0.3068,0.3677,0.6345,9,0.6078,0.811,0.5173,3,18,1.6,2.5,0.1523
0.1858,0.8886,0.7247,36,0.8042,0.7738,0.1681,3,18,1.6,2.5,0.6184
0.235,0.7943,0.5351,41,0.3519,0.3158,0.6803,1,16,1.5,2.0,1.0
0.4421,0.4419,0.328,24,0.6302,0.6002,0.2039,1,16,1.5,2.0,1.0
0.8918,0.7487,0.2048,29,0.124,0.2074,0.294,3,18,1.6,2.5,0.31
0.7757,0.7512,0.4235,19,0.2363,0.8615,0.3185,1,16,1.5,2.0,0.6299
0.89,0.2693,0.309,14,0.1613,0.1265,0.4647,3,18,1.6,2.5,0.1227
0.796,0.688,0.5244,31,0.3124,0.8124,0.2987,0,12,1.2,1.0,0.2337
0.2848,0.7053,0.7158,13,0.2858,0.77,0.257,1,16,1.5,2.0,1.0
0.4045,0.4168,0.245,44,0.272,0.3935,0.6099,3,18,1.6,2.5,0.2725
0.5697,0.3893,0.2032,7,0.5498,0.3876,0.6036,1,16,1.5,2.0,1.0
0.1284,0.7491,0.5543,37,0.6551,0.6631,0.7063,1,16,1.5,2.0,0.939
0.5612,0.4811,0.4184,37,0.8352,0.2019,0.6189,0,12,1.2,1.0,0.5837
0.7571,0.4771,0.3119,31,0.4132,0.5279,0.6035,0,12,1.2,1.0,0.6359
0.3995,0.725,0.3349,3,0.1779,0.743,0.3145,3,18,1.6,2.5,0.1439
0.5351,0.5625,0.7883,30,0.2721,0.4284,0.1774,2,20,1.8,3.5,0.4941
0.3344,0.6149,0.7483,44,0.7781,0.8009,0.6061,1,16,1.5,2.0,0.4949
0.7386,0.3977,0.7919,28,0.1679,0.6863,0.368,1,16,1.5,2.0,1.0
0.2433,0.3955,0.3277,4,0.2301,0.6012,0.2027,0,12,1.2,1.0,0.5765
0.7734,0.6788,0.3471,11,0.1488,0.8542,0.1059,2,20,1.8,3.5,1.0
0.1664,0.8958,0.2244,29,0.1805,0.805,0.4206,0,12,1.2,1.0,0.7376
0.8676,0.6809,0.3013,19,0.4506,0.4716,0.6095,3,18,1.6,2.5,0.675
0.87,0.8767,0.4482,31,0.8325,0.1952,0.5421,0,12,1.2,1.0,0.1655
0.3866,0.5238,0.623,28,0.8349,0.5164,0.3499,3,18,1.6,2.5,0.2586
0.3933,0.4676,0.7486,13,0.1333,0.6472,0.3248,2,20,1.8,3.5,0.4461
0.7132,0.2324,0.5656,7,0.3404,0.4778,0.5621,3,18,1.6,2.5,0.2221
0.8775,0.8111,0.3254,9,0.2263,0.148,0.3945,2,20,1.8,3.5,0.6599
0.5564,0.613,0.4314,26,0.7734,0.6769,0.3806,3,18,1.6,2.5,0.4573
0.1928,0.3004,0.7755,41,0.4326,0.4766,0.6184,1,16,1.5,2.0,0.9818
0.1913,0.7562,0.4694,23,0.5351,0.5323,0.2067,1,16,1.5,2.0,0.854
0.6015,0.6883,0.5689,25,0.5447,0.8251,0.8391,1,16,1.5,2.0,0.5237
0.1761,0.6226,0.3046,17,0.3247,0.2204,0.7529,3,18,1.6,2.5,0.0
0.1071,0.7574,0.2563,23,0.4166,0.2144,0.1281,1,16,1.5,2.0,1.0
0.442,0.8657,0.635,16,0.6358,0.7153,0.5236,2,20,1.8,3.5,1.0
0.5862,0.6047,0.2127,42,0.3847,0.719,0.778,3,18,1.6,2.5,0.2227
